isbn,book_author,publisher,language,category_high,years
0425186326,others,Berkley Publishing Group,en,fiction,2020
0440202515,Rosamunde Pilcher,Dell,en,fiction,1990
0440202558,Rosamunde Pilcher,Dell,en,fiction,2000
0440207770,Maeve Binchy,Dell,en,fiction,2000
0440224594,others,Dell,en,fiction,2000
0446513067,Nelson DeMille,Warner Books,en,fiction,2000
0446518581,Robert James Waller,Warner Books,en,fiction,2000
0446600458,James Patterson,Warner Books,en,fiction,2000
0446603929,James Patterson,Warner Books,en,fiction,2000
0446608009,others,Warner Vision,en,fiction,2020
0446610674,Deborah Smith,Warner Vision,en,fiction,2020
0449217191,Dick Francis,Fawcett,en,fiction,2000
0451188489,others,Signet Book,en,fiction,2000
0451403754,Patricia Gaffney,Topaz,en,fiction,2000
0517574985,William J. Caunitz,Random House,en,fiction,2000
0525946829,Maeve Binchy,Dutton,en,fiction,2020
0553066684,others,Broadway,en,self help,2000
0553107240,Diane Mott Davidson,Bantam,en,fiction,2020
0553211765,Charles Dickens,Bantam,en,fiction,1990
0553261568,others,Starfire,en,fiction,1990
0553261940,Francine Pascal,Starfire,en,fiction,1990
055327824X,others,Bantam,en,fiction,1990
0553472704,Pat Conroy,Random House,en,fiction,2000
0670032379,others,Viking,en,fiction,2020
0670878847,Jacquelyn Mitchard,Viking,en,fiction,2000
0670894508,Helen Fielding,Viking,en,fiction,2020
0671047485,Jeffery Deaver,Pocket,en,fiction,2020
0671640453,V.C. Andrews,Pocket,en,fiction,1990
0671656570,V. C. Andrews,Pocket,en,fiction,1990
0671682849,V.C. Andrews,Pocket,en,others,1990
0671727583,Judy Blume,Pocket,en,fiction,2000
0671779664,Alexandra Ripley,Audioworks,en,fiction,2000
0679441239,Peter Mayle,Knopf,en,fiction,2000
0679463135,others,Random House,en,fiction,2020
0684871262,Jeffery Deaver,Simon & Schuster,en,fiction,2020
0688160344,others,William Morrow,en,fiction,2000
069452526X,Jacquelyn Mitchard,HarperAudio,en,fiction,2020
0696218364,others,Meredith Books,en,performing arts,2020
0722536305,others,Thorsons Publishers,en,health fitness,2000
0739400614,Dave Pelzer,Health Communications,en,children,2000
0743249275,others,Free Press,en,business,2020
0787123730,others,Dove Books,en,fiction,2000
0804114609,others,Ivy Books,en,fiction,2000
0808514121,John Steinbeck,Sagebrush Education Resources,en,fiction,2000
0812967240,others,Villard,en,fiction,2020
0836270320,others,Andrews McMeel Pub,en,history,2000
0871138190,Candace Bushnell,Atlantic Monthly Press,en,fiction,2020
0970816308,others,others,en,fiction,2020
1402511787,Ian McEwan,Recorded Books,en,fiction,2020
1558008764,Robert James Waller,Audio Literature,en,fiction,2000
1558744592,Jack Canfield,Health Communications,en,fiction,2000
1558746226,Jack Canfield,Health Communications,en,religion,2000
1558746625,others,Health Communications,en,fiction,2000
1559273909,Peter Mayle,Audio Renaissance,en,fiction,2000
1560438487,others,others,en,religion,2000
1565075315,others,Harvest House Pub,en,fiction,2000
1565115430,Susan Vreeland,Highbridge Audio,en,fiction,2020
1574533525,Carol Shields,Audio Literature,en,fiction,2020
0006510019,others,"Acacia Press, Inc.",en,fiction,2000
0061059064,Terry Pratchett,HarperTorch,en,fiction,2000
0330331973,Wilbur Smith,St. Martin's Press,en,fiction,2000
0441132448,others,Ace Books,en,fiction,1990
0451450523,Peter S. Beagle,Roc,en,fiction,2000
0553212419,"Arthur Conan, Sir Doyle",Bantam,en,fiction,1990
0553212427,Arthur Conan Doyle,Bantam,en,fiction,1990
0553288105,Isaac Asimov,Bantam,en,fiction,2000
0553577778,David Brin,Bantam,en,fiction,2000
0586025944,Isaac Asimov,Collins,en,others,1970
0586062009,Isaac Asimov,Collins,en,fiction,1990
0586200967,others,Collins,en,fiction,1990
058621089X,others,"Acacia Press, Inc.",en,detective and mystery stories,2000
0671037285,others,others,en,fiction,2000
0671037293,others,Firebird Distributing,en,others,2000
0671037307,others,Simon & Schuster,en,others,2020
0752801716,others,Orion,en,others,2000
075284332X,Ian Rankin,Orion,en,fiction,2020
0864423705,others,Lonely Planet,en,travel,2000
089281859X,others,Destiny Books,en,fiction,2020
0946626820,others,others,en,fiction,2020
9724115380,others,others,en,fiction,2000
0312983301,Janet Evanovich,St. Martin's Paperbacks,en,fiction,2020
0380802929,Christina Dodd,Avon,en,fiction,2000
0380802937,Christina Dodd,Avon,en,fiction,2000
0446606456,others,Warner Books,en,fiction,2000
0449223043,John Saul,Fawcett,en,fiction,2000
0451205626,Stuart Woods,Signet Book,en,fiction,2020
0553284118,John Saul,Bantam,en,fiction,2000
0671737791,Julie Garwood,Pocket,en,fiction,2000
0684826127,others,Touchstone,en,fiction,2000
0001714600,others,Collins,en,fiction,1990
0060002093,Milan Kundera,Collins,en,fiction,2020
0060081961,Bob Greene,William Morrow,en,fiction,2020
0060096772,others,Ecco,en,fiction,2020
0060168609,Russell Banks,Collins,en,fiction,2000
0060194995,Harper Lee,Collins,en,fiction,2000
0060198133,Joanne Harris,William Morrow,en,fiction,2020
0060520825,others,William Morrow,en,fiction,2020
0060914440,others,Perennial,en,literary,1990
0060920335,Armistead Maupin,Collins,en,city and town life,2000
006092411X,Annie Dillard,Perennial,en,fiction,2000
0060925582,David Feldman,Perennial,en,fiction,2000
0060926198,others,Perennial,en,biography autobiography,2000
0060928417,Milan Kundera,Perennial,en,fiction,2000
0060932384,Milan Kundera,Perennial,en,fiction,2000
0060958294,Bernard Malamud,Perennial,en,fiction,2020
0060972122,Michael Chabon,Perennial,en,fiction,1990
0060976241,Sherman Alexie,Perennial,en,fiction,2000
0062507583,others,HarperSanFrancisco,en,language,2000
0062512234,others,HarperSanFrancisco,en,religion,2000
0064431290,others,HarperTrophy,en,fiction,2020
0140011722,P. G. Wodehouse,Penguin,en,fiction,2000
0140030395,P. G. Wodehouse,Penguin,en,fiction,2020
0140040188,others,Viking,en,fiction,1980
0140046860,Lawrence Durrell,Penguin,en,fiction,1980
0140064834,Alice Adams,Penguin,en,fiction,1990
0140097112,Robertson Davies,Penguin,en,others,1990
0140109595,David Leavitt,Penguin,en,fiction,2000
0140115773,Bruce Chatwin,Penguin,en,travel,2000
0140119795,others,Penguin,en,fiction,1990
0140122060,others,Penguin,en,fiction,1990
0140131604,Garrison Keillor,Penguin,en,fiction,2000
0140133488,others,Penguin,en,fiction,2000
0140143505,Helene Hanff,Penguin,en,fiction,2000
0140149902,Carol Shields,Penguin,en,fiction,2000
0140186832,James Joyce,Penguin,en,fiction,2000
0140248927,Mario Vargas Llosa,Penguin,en,fiction,2000
0140275010,others,Penguin,en,history,2000
0140284621,P. G. Wodehouse,Penguin,en,fiction,2020
0140309594,Astrid Lindgren,Puffin Books,en,fiction,1990
0140439072,Arthur Conan Doyle,Penguin,en,fiction,2020
0140447954,others,Penguin,en,fiction,2020
0142002585,Jan Karon,Penguin,en,fiction,2020
015100692X,Michel Faber,Harcourt,en,fiction,2020
0151489262,Arturo Perez-Reverte,Harcourt,en,fiction,2000
0152022341,Joseph Bruchac,others,en,fiction,2020
015600464X,others,Harvest Books,en,fiction,2000
015600514X,others,Harvest Books,en,fiction,2000
0156006197,Margaret Drabble,Harvest Books,en,fiction,2000
0156007819,others,Harvest Books,en,fiction,2000
015640057X,Anais Nin,Harvest Books,en,biography autobiography,2000
015670160X,Virginia Woolf,Harcourt,en,fiction,2000
0156814161,A. S. Byatt,Harvest Books,en,fiction,2000
0310217601,Terri Blackstock,Zondervan,en,fiction,2020
0312143834,others,Picador,en,fiction,2000
0312187688,others,St. Martin's Griffin,en,antiques collectibles,2000
0312194404,others,St. Martin's Griffin,en,fiction,2000
0312198647,others,St Martins Pr,en,biography autobiography,2000
0312252803,others,Picador,en,fiction,2020
0312290888,others,St. Martin's Press,en,fiction,2020
0312315600,others,Thomas Dunne Books,en,science,2020
0312966555,James Herriot,St. Martin's Press,en,biography autobiography,2000
0312986343,Janet Evanovich,St. Martin's Paperbacks,en,fiction,2020
0312989393,others,St. Martin's Paperbacks,en,fiction,2020
0316199648,others,"Little, Brown",en,fiction,2020
0316313076,Ellen Gilchrist,Back Bay Books,en,fiction,1990
0316735116,others,Little Brown & Co,en,fiction,2000
0316782505,Anita Shreve,"Little, Brown",en,fiction,2020
0316785644,others,Little Brown and Company,en,fiction,2020
0316816884,others,Back Bay Books,en,biography autobiography,2000
0330294008,Bret Easton Ellis,Pan,en,fiction,2000
0330305336,Tama Janowitz,Pan,en,fiction,2000
0345298349,Martin Cruz Smith,Ballantine Books,en,fiction,2000
0345310799,Martin Cruz Smith,Ballantine Books,en,fiction,1990
0345338715,David Eddings,Del Rey,en,fiction,1990
0345346491,Clyde Edgerton,Ballantine Books,en,fiction,1990
034536676X,John Irving,Ballantine Books,en,fiction,2000
0345384237,others,Ballantine Books,en,fiction,2000
0345385764,others,Ballantine Books,en,fiction,2000
034539044X,Martin Cruz Smith,Ballantine Books,en,fiction,2000
0345403959,David Eddings,Del Rey,en,fiction,2000
034540453X,others,Fawcett,en,fiction,2000
0345419081,others,Ballantine Books,en,fiction,2000
0345430514,Dominick Dunne,Ballantine Books,en,fiction,2000
034543630X,Marianne Fredriksson,Ballantine Books,en,fiction,2020
0345440129,Marianne Fredriksson,Ballantine Books,en,fiction,2020
0345441109,others,Ballantine Books,en,fiction,2020
0373218125,Nora Roberts,Silhouette,en,fiction,2020
0373243790,Nora Roberts,Silhouette,en,fiction,2020
0373483937,Diana Palmer,Harlequin,en,fiction,2000
0374121230,others,Farrar Straus & Giroux,en,fiction,2020
0374153248,Calvin Trillin,Farrar Straus & Giroux,en,biography autobiography,2000
0374527075,Jamaica Kincaid,"Farrar, Straus and Giroux",en,biography autobiography,2020
0375400656,others,Pan,en,fiction,2000
0375421815,others,Pan,en,fiction,2020
037550155X,others,Random House,en,fiction,2000
0375501959,others,Random House,en,fiction,2020
0375506128,others,Random House,en,fiction,2020
037570177X,others,Vintage,en,fiction,2020
0375704248,Anita Brookner,Vintage,en,fiction,2020
037570924X,Vikram Seth,Vintage,en,fiction,2020
0375718990,others,Vintage,en,fiction,2020
0375724389,others,Vintage,en,fiction,2020
0375724842,Ruth Rendell,Vintage,en,fiction,2020
0375726349,others,Vintage,en,fiction,2020
0375750525,others,Villard,en,lesbians,2000
0375757430,others,Villard,en,fiction,2020
0380714647,Alexandra Stoddard,HarperResource,en,fiction,2000
038071843X,J.A. Jance,Avon,en,fiction,2000
0380718839,others,Avon,en,fiction,2000
0380725576,Kaye Gibbons,Perennial,en,fiction,2000
0380727943,others,Perennial,en,fiction,2000
0380730200,others,Perennial,en,fiction,2000
0380766558,Kathleen E. Woodiwiss,Harpercollins,en,fiction,2000
038077514X,others,Harpercollins,en,history,2000
0380789833,Raymond E. Feist,Eos,en,fiction,2000
0380792478,J.A. Jance,Avon,en,fiction,2000
0380797631,others,Perennial,en,fiction,2000
0380812061,Jude Deveraux,Avon,en,fiction,2020
0380814110,Bob Greene,Perennial,en,history,2020
038089887X,Alison Lurie,Avon,en,fiction,1990
0385319401,others,Dell,en,fiction,2000
0385334931,others,Delacorte Press,en,fiction,2020
0385413017,William Safire,Bantam,en,fiction,2000
038547640X,others,Anchor,en,fiction,2000
0385484275,others,Bantam,en,fiction,2000
0385491034,MARGARET ATWOOD,Anchor,en,fiction,2000
038549744X,others,Anchor,en,fiction,2020
0385497520,Ian McEwan,Anchor,en,fiction,2000
0385498055,others,Anchor,en,fiction,2020
0385499345,others,Anchor,en,fiction,2020
0385720408,others,Anchor,en,fiction,2020
0393048144,others,W.W. Norton & Company,en,fiction,2000
0393311031,Stephen Jay Gould,W. W. Norton & Company,en,nature,2000
0393316580,others,W W Norton & Co,en,fiction,2000
0394178637,others,Random House,en,fiction,1990
0394716310,others,Vintage,en,biography autobiography,1990
0394741188,Jay McInerney,Vintage,en,fiction,1990
0394741714,Calvin Trillin,Vintage,en,cook,1980
0395906954,H. A. Rey,Houghton Mifflin,en,fiction,2000
0399145672,Dave Barry,Putnam Publishing Group,en,fiction,2000
039914675X,Lilian Jackson Braun,Putnam Adult,en,fiction,2020
039914983X,others,others,en,fiction,2020
0399151648,others,Putnam Publishing Group,en,fiction,2020
0399518231,others,Perigee Books,en,fiction,2000
0399519785,others,Berkley Publishing Group,en,others,2000
0425068145,others,Berkley Pub Group,en,fiction,1990
0425169871,others,Berkley Publishing Group,en,fiction,2000
0425174344,Alice Hoffman,Berkley Publishing Group,en,fiction,2020
0425184943,Alice Hoffman,Berkley Publishing Group,en,fiction,2020
0435909592,others,Heinemann,en,fiction,2000
0440127068,others,Dell,en,fiction,1990
0440171970,Robert B. Parker,Dell,en,fiction,2000
0440208513,Arthur Hailey,Dell,en,fiction,2000
044020867X,others,Dell,en,fiction,2000
0440221099,Elizabeth Berg,Island,en,fiction,2000
0440222028,Ruth Rendell,Dell,en,fiction,2000
0440403790,Scott O'Dell,Yearling,en,fiction,2000
0441005608,Christopher Stasheff,others,en,fiction,2000
0446359750,others,Warner Books,en,fiction,2000
0446600660,Carl Hiaasen,Warner Books,en,fiction,2000
0446604100,Marcia Muller,Warner Books,en,fiction,2000
0446677388,James Patterson,Warner Books,en,fiction,2020
0446677922,Joe R. Lansdale,Mysterious Press,en,fiction,2020
0449003981,Anne Tyler,Ballantine Books,en,fiction,2000
0449209105,Chaim Potok,Fawcett,en,fiction,1990
0449210502,James A. Michener,Fawcett,en,fiction,1990
0449214370,others,Fawcett,en,fiction,1990
0449216411,James A. Michener,Fawcett,en,social,2000
0449219550,Dick Francis,Fawcett,en,fiction,2000
0449221393,Dick Francis,Fawcett,en,fiction,2000
0449221431,James A. Michener,Fawcett,en,fiction,2000
044990542X,others,Fawcett,en,fiction,2000
0449908747,Jane Smiley,Ballantine Books,en,fiction,2000
0449909433,others,Ballantine Books,en,biography autobiography,2000
0449910237,Jane Smiley,Ballantine Books,en,fiction,2000
0449910571,Anne Tyler,Ballantine Books,en,fiction,2000
0449911438,others,Ballantine Books,en,fiction,2000
0449912787,others,Fawcett,en,fiction,2000
0451082028,Robin Cook,Penguin,en,fiction,2000
0451163966,Ken Kesey,Signet Book,en,fiction,1990
0451205235,Martha Grimes,New American Library,en,fiction,2020
0451403800,others,Onyx Books,en,fiction,2000
0451407261,Joan Hess,Onyx Books,en,fiction,2000
0451408462,Heather Graham,Onyx Books,en,fiction,2000
0451524381,William Shakespeare,Signet Classics,en,fiction,2000
0451525116,Anton Pavlovich Chekhov,Signet Classics,en,fiction,2000
0452261848,Alice Munro,Penguin,en,fiction,2000
0452268427,others,Penguin,en,fiction,2000
0452276756,Cathleen Schine,Plume Books,en,fiction,2000
0452279070,E. L. Doctorow,Plume Books,en,fiction,2000
0452280397,Toni Morrison,Plume Books,en,fiction,2000
0452281202,Cathleen Schine,Plume Books,en,fiction,2000
0471349976,others,Wiley,en,cook,2000
0486200701,others,Dover Publications,en,philosophy,1970
0517595753,Dave Barry,Random House,en,humor,2000
0520206738,others,University of California Press,en,fiction,2000
052594642X,others,Dutton,en,fiction,2020
0553072455,others,Bantam,en,psycholog,2000
0553096060,others,Bantam,en,humor,2000
0553110438,Bill Cosby,Bantam,en,fiction,2000
0553148923,Tom Robbins,Bantam,en,fiction,2000
0553270540,others,Bantam,en,fiction,2000
0553285246,others,Spectra,en,fiction,2000
0553289691,TOM ROBBINS,Bantam,en,fiction,2000
0553380672,Rita Mae Brown,Bantam,en,fiction,2020
0553564935,others,Bantam,en,fiction,2000
0553569155,others,Bantam,en,humor,2000
0553582801,others,Bantam,en,fiction,2020
0590428837,others,Viking,en,fiction,2000
0609602330,others,Crown,en,fiction,2000
060960516X,others,Crown,en,fiction,2000
0609803875,others,Three Rivers Press,en,fiction,2000
0618127046,Miss Read,Mariner Books,en,fiction,2020
0670031542,William Trevor,Viking,en,fiction,2020
0670839809,Terry McMillan,Viking,en,fiction,2000
0670878073,Garrison Keillor,Viking,en,fiction,2000
0670879835,others,Penguin,en,fiction,2000
0670892742,others,Viking,en,fiction,2020
0671047426,Kinky Friedman,Pocket,en,fiction,2020
0671242954,Jack Finney,Fireside,en,large type books,1990
0671254308,others,Touchstone,en,religion,1990
0671501283,others,Fireside,en,humor,2000
0671502522,Judith McNaught,Pocket,en,fiction,2000
0671517325,others,Pocket,en,true crime,2000
0671640488,Jack Finney,Touchstone,en,fiction,1990
0671644076,Elie Wiesel,Summit Books,en,fiction,1990
0671663143,Carolyn Keene,Aladdin,en,fiction,1990
0671720996,Mercedes Lackey,Baen,en,fiction,2000
0671729411,V.C. Andrews,Pocket,en,fiction,2000
0671729470,V.C. Andrews,Pocket,en,fiction,2000
0671754629,others,Simon & Schuster,en,pets,2000
0671793578,Ann Rule,Pocket,en,crime,2000
0671881604,Elinor Lipman,Pocket,en,fiction,2000
0671885332,Jane Smiley,Touchstone,en,fiction,2000
0671892673,others,Touchstone,en,fiction,2000
0679404864,Dave Barry,Random House,en,humor,2000
0679422587,Susanna Moore,Knopf,en,fiction,2000
0679426612,Martin Cruz Smith,Random House,en,fiction,2000
0679432477,others,Knopf,en,fiction,2020
0679434046,others,Knopf,en,cook,2000
0679456945,Elinor Lipman,Random House,en,fiction,2000
0679457526,others,Villard,en,biography autobiography,2000
0679462988,others,Random House,en,social,2020
0679722181,others,Vintage,en,fiction,1990
0679723285,others,Vintage,en,history,1990
0679727256,Vladimir Nabokov,Vintage,en,fiction,2000
0679727272,Vladimir Vladimirovich Nabokov,Vintage,en,fiction,2000
067972754X,others,Vintage,en,fiction,1990
0679731725,Kazuo Ishiguro,Vintage,en,fiction,2000
0679731946,Ann Beattie,Vintage,en,fiction,2000
0679734589,others,Vintage,en,fiction,2000
0679735461,others,Vintage,en,fiction,2000
0679736042,Peter Mayle,Vintage,en,fiction,2000
0679740074,Raymond Carver,Random House,en,fiction,2000
0679740775,D. H. Lawrence,Vintage,en,fiction,2000
0679742409,others,Vintage,en,fiction,2000
0679743839,others,Vintage,en,fiction,2000
0679745327,Jay McInerney,Vintage,en,fiction,2000
0679749519,others,Vintage,en,fiction,2000
067975444X,others,Vintage,en,others,2000
0679759263,others,Vintage,en,fiction,2000
0679762108,others,Vintage,en,fiction,2000
0679767185,others,Vintage,en,fiction,2000
0679769420,others,Vintage,en,fiction,2000
0679772936,Andrew H. Vachss,Vintage,en,fiction,2000
